index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,AvgSalary,company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,seniority_by_title,Degree
473,Other Scientist,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,NA,0,0,56,91,73.5,Software Engineering Institute,PA,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P
476,Data Scientist,3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,NA,0,0,68,114,91,Zimmerman Advertising,FL,37,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,na,na
477,Data Scientist,5,"BPA Services
5.0","Washington, DC","Alexandria, VA",unknown,NA,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,0,1,150,160,155,BPA Services,DC,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
479,Data Scientist,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),NA,0,0,101,158,129.5,MassMutual,MA,170,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,na,na
482,Data Scientist,4,"Pfizer
4.0","New York, NY","New York, NY",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,0,0,125,210,167.5,Pfizer,NY,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
483,Data Analyst,3.8,"Associated Banc-Corp
3.8","Green Bay, WI","Green Bay, WI",1001 - 5000,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,43,77,60,Associated Banc-Corp,WI,151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
485,Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 - 200,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),NA,0,0,139,221,180,Zest AI,CA,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,M
486,Data Analyst,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65,Fareportal,NY,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na,na
487,Data Engineer,4.3,"Genesys
4.3","Durham, NC","Daly City, CA",5001 - 10000,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,Genesys,NC,31,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,sr,na
488,Data Analyst,1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 - 500,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,Moda Operandi,NY,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,sr,na
489,Data Engineer,3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,Liberty Mutual Insurance,IN,109,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,na,M
490,Other Scientist,4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 - 200,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),NA,0,0,38,64,51,QK,CA,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
491,Data Scientist,3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),NA,0,0,43,82,62.5,Santander,MA,165,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na,M
492,Data Engineer,3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 - 1000,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,NA,0,0,90,110,100,Tivity Health,AZ,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,sr,na
493,Data Engineer,4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 - 200,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,NA,0,0,61,109,85,BRMi,VA,17,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,na,na
494,Data Scientist,3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 - 500,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,0,0,93,151,122,Luminar Technologies,FL,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
495,Data Analyst,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 - 1000,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),NA,0,0,52,81,66.5,"Emtec, Inc.",IL,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,na,M
496,Data Scientist,4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 - 5000,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,NA,0,0,40,101,70.5,Veterans United Home Loans,MO,19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na
497,Data Engineer,4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 - 200,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),NA,0,0,97,180,138.5,Praetorian,TX,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,sr,na
498,Data Scientist,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 - 5000,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,PA Consulting,MA,78,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na
499,Other Scientist,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),NA,0,0,84,157,120.5,Agios Pharmaceuticals,MA,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,na,M
500,Other Scientist,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),NA,0,0,49,113,81,Advanced BioScience Laboratories,MD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
501,Other Scientist,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),NA,0,0,68,139,103.5,Reynolds American,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
502,Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
505,Data Engineer,4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162,Glassdoor,CA,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,sr,na
506,Data Scientist,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,Esri,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,na,M
507,Data Scientist,3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sr,na
508,Data Scientist,3.7,"Caterpillar
3.7","Peoria, IL","Deerfield, IL",10000+,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81,Caterpillar,IL,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,na
509,Data Scientist,4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 - 5000,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130,Equity Residential,IL,28,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,sr,M
510,Data Engineer,3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 - 500,NA,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),NA,0,0,83,148,115.5,F&G,IA,NA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,na
512,Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,sr,M
516,Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),NA,0,0,31,55,43,GreatAmerica Financial Services,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na
517,Data Analyst,4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,0,0,102,178,140,Acceleron Pharma,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P
518,Other Scientist,NA,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,2017,Company - Private,NA,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,0,1,110,130,120,Kronos Bi,MA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
519,Data Analyst,3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,AmeriHealth Caritas,PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,sr,M
520,Data Engineer,4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 - 200,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),NA,0,0,66,123,94.5,Strategic Employment Partners,CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,na
521,Data Scientist,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,sr,M
522,Other Scientist,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,43,60,51.5,Catholic Health Initiatives,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
523,Data Analyst,2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),NA,1,0,20,35,27.5,FLEETCOR,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,sr,na
524,Data Scientist,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,Liberty Mutual Insurance,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,na,P
525,Other Scientist,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,Southwest Research Institute,TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
526,Data Scientist,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 - 1000,NA,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,NA,0,0,82,129,105.5,Applied Research Laboratories,TX,NA,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,na,na
528,Other Scientist,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),NA,0,0,47,101,74,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
530,Data Analyst,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),NA,0,0,49,76,62.5,Raytheon,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
532,Other Scientist,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,RTI International,NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
533,Data Scientist,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,NA,0,0,124,199,161.5,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,na,na
534,Data Analyst,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,United BioSource,PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,na
535,Data Engineer,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 - 200,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),NA,0,0,97,181,139,Figure Eight,CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,na
537,Data Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na
538,Data Scientist,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
539,Other Scientist,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),NA,0,0,65,96,80.5,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
540,Data Scientist,3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),NA,0,0,56,95,75.5,Sartorius,NM,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M
541,Data Scientist,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,na,na
542,Data Scientist,5,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 - 200,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),NA,0,0,75,127,101,Royce Geospatial,VA,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na,na
543,Data Engineer,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),NA,0,0,65,119,92,MassMutual,MA,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
544,Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P
545,Data Scientist,4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),NA,0,0,108,173,140.5,Recursion Pharmaceuticals,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,sr,na
546,Data Scientist,3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),NA,0,0,94,139,116.5,Citi,NJ,209,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na
548,Machine Learning Engineer,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,0,0,176,289,232.5,Sage Intacct,CA,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,sr,P
549,Data Scientist,3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA",51 - 200,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,0,0,92,149,120.5,Scale AI,CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,P
550,Data Scientist,3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82,Esri,VA,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,M
552,Other Scientist,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),NA,0,0,54,115,84.5,Rochester Regional Health,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
554,Data Scientist,2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,NA,0,0,118,188,153,Change Healthcare,CA,14,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,na,P
555,Data Scientist,3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA",501 - 1000,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,NA,0,0,108,146,127,MZ,CA,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,M
556,Data Scientist,4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA",51 - 200,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,0,0,65,106,85.5,HG Insights,CA,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,na,P
557,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY",1001 - 5000,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),NA,0,0,55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,na,na
558,Data Scientist,3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA",1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,94,162,128,CBS Interactive,NY,29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,na,na
560,Data Engineer,3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",1 - 50,1999,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),NA,0,0,63,120,91.5,"Numeric, LLC",PA,22,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na
561,Other Scientist,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),NA,0,0,90,179,134.5,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
562,Data Scientist,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 - 500,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,NA,0,0,127,202,164.5,Samba TV,CA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
563,Data Engineer,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),NA,0,0,60,127,93.5,ClearEdge,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M
565,Data Analyst,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 - 500,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),NA,0,0,31,57,44,SV Microwave,FL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M
566,Data Engineer,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 - 1000,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,Sumo Logic,TX,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M
567,Data Engineer,3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 - 5000,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,NA,0,0,45,86,65.5,EAB,DC,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,na,M
568,Data Engineer,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 - 50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,0,0,75,143,109,SpringML,VA,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,na,na
570,Data Engineer,3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA",1001 - 5000,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,126,228,177,Samsung Research America,CA,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,na,P
572,Data Scientist,4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA",201 - 500,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),NA,0,0,80,134,107,Systems & Technology Research,VA,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,na,P
573,Data Scientist,4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,na,P
575,Data Scientist,4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1 - 50,NA,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),NA,0,0,85,142,113.5,Lorven Technologies Inc,CA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na
576,Data Scientist,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 - 5000,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,NA,0,0,95,154,124.5,Brighthouse Financial,NC,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
577,Data Scientist,2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",1 - 50,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,0,0,111,176,143.5,CareDx,CA,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,P
578,Data Scientist,3.9,"Serigor Inc.
3.9","San Francisco, CA","Baltimore, MD",1 - 50,NA,Company - Private,IT Services,Information Technology,Less than $1 million (USD),NA,0,0,87,140,113.5,Serigor Inc.,CA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,M
579,Data Scientist,3.4,"Leidos
3.4","Springfield, VA","Reston, VA",10000+,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),NA,0,0,76,127,101.5,Leidos,VA,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,na,M
580,Data Analyst,3.6,"Beckman Coulter Diagnostics
3.6","New York, NY","Brea, CA",10000+,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",0,0,54,92,73,Beckman Coulter Diagnostics,NY,86,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,na,na
582,Data Scientist,3.5,"IHS Markit
3.5","New York, NY","London, United Kingdom",10000+,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",0,0,61,100,80.5,IHS Markit,NY,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na,M
583,Data Scientist,NA,ALIN,"New York, NY","Noida, India",unknown,NA,Company - Private,NA,Business Services,Unknown / Non-Applicable,NA,0,0,81,140,110.5,ALI,NY,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,na,M
585,Data Engineer,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 - 200,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,80,148,114,Affinity Solutions,CA,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,M
